"Draw","Date","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3031","12/2/2015","0","0","4","102665","123","2296","333","463","7863","50","10539","25","149659","10","0","410660","282408","154179","393150","263475","1496590","168521","168521"
"3030","9/2/2015","0","0","5","62100","116","1841","291","401","6006","50","9267","25","113319","10","0","310500","213556","116691","300300","231675","1133190","129004","129004"
"3029","5/2/2015","0","0","3","76297","94","1675","248","347","4376","50","7392","25","85670","10","0","228891","157450","86056","218800","184800","856700","97783","97783"
"3028","2/2/2015","5","883973","10","42443","399","732","606","263","12688","50","13386","25","191186","10","4419865","424430","292068","159378","634400","334650","1911860","218280","218280"
"3027","29/1/2015","0","0","1","506072","73","2700","210","512","4627","50","6821","25","93772","10","0","506072","197100","107520","231350","170525","937720","105504","105504"
"3026","26/1/2015","0","0","0","0","65","2322","162","509","4044","50","5460","25","79012","10","0","0","150930","82458","202200","136500","790120","88743","88743"
"3025","22/1/2015","1","1000000","2","105158","96","1507","200","395","4241","50","6197","25","78576","10","1000000","210316","144672","79000","212050","154925","785760","89313","89313"
"3024","19/1/2015","2","2086876","4","100340","169","1633","452","333","7477","50","12150","25","139453","10","4173752","401360","275977","150516","373850","303750","1394530","159707","159707"
"3023","15/1/2015","0","0","1","262285","112","1610","188","524","6362","50","5726","25","120123","10","0","262285","180320","98512","318100","143150","1201230","132512","132512"
"3022","12/1/2015","0","0","2","107522","76","1946","144","560","3295","50","4743","25","62580","10","0","215044","147896","80640","164750","118575","625800","70840","70840"
"3021","8/1/2015","1","2318625","2","244066","190","968","342","294","7973","50","10083","25","136200","10","2318625","488132","183920","100548","398650","252075","1362000","154791","154791"
"3020","5/1/2015","0","0","0","0","76","1997","189","438","3732","50","5298","25","72601","10","0","0","151772","82782","186600","132450","726010","81896","81896"
"3019","1/1/2015","1","2414115","2","144153","121","1639","277","391","5904","50","7801","25","112138","10","2414115","288306","198319","108307","295200","195025","1121380","126244","126244"
"3018","29/12/2014","0","0","1","219930","71","2130","184","449","3722","50","4994","25","69300","10","0","219930","151230","82616","186100","124850","693000","78272","78272"
"3017","25/12/2014","1","2300345","2","131515","214","846","229","431","9141","50","6115","25","137043","10","2300345","263030","181044","98699","457050","152875","1370430","152745","152745"
"3016","22/12/2014","0","0","2","110628","72","2113","242","343","4500","50","8281","25","83535","10","0","221256","152136","83006","225000","207025","835350","96632","96632"
"3015","18/12/2014","1","2285963","1","262007","235","767","373","264","10172","50","9079","25","149334","10","2285963","262007","180245","98472","508600","226975","1493340","169195","169195"
"3014","15/12/2014","0","0","1","219249","97","1554","267","308","5541","50","7409","25","96007","10","0","219249","150738","82236","277050","185225","960070","109322","109322"
"3013","11/12/2014","1","2332277","3","87537","77","2345","334","295","4830","50","8804","25","88444","10","2332277","262611","180565","98530","241500","220100","884440","102493","102493"
"3012","8/12/2014","0","0","1","228397","58","2708","186","461","4047","50","4674","25","78909","10","0","228397","157064","85746","202350","116850","789090","87875","87875"
"3011","4/12/2014","1","2612587","2","143336","119","1657","258","417","6490","50","7472","25","114489","10","2612587","286672","197183","107586","324500","186800","1144890","128831","128831"
"3010","1/12/2014","0","0","5","52670","185","979","462","214","9267","50","10695","25","141206","10","0","263350","181115","98868","463350","267375","1412060","161820","161820"
"3009","27/11/2014","0","0","3","2273867","201","1715","558","337","11733","50","15486","25","211913","10","0","6821601","344715","188046","586650","387150","2119130","239894","239894"
"3008","24/11/2014","0","0","8","43349","176","1355","430","303","8716","50","10660","25","147735","10","0","346792","238480","130290","435800","266500","1477350","167725","167725"
"3007","20/11/2014","0","0","11","23758","146","1231","445","221","7346","50","9266","25","123668","10","0","261338","179726","98345","367300","231650","1236680","140882","140882"
"3006","17/11/2014","0","0","2","110596","90","1690","317","262","4378","50","9370","25","86466","10","0","221192","152100","83054","218900","234250","864660","100623","100623"
"3005","13/11/2014","1","6410229","8","65890","290","1250","681","291","12558","50","18777","25","222901","10","6410229","527120","362500","198171","627900","469425","2229010","255216","255216"
"3004","10/11/2014","0","0","3","117281","145","1669","286","462","6671","50","8275","25","126240","10","0","351843","242005","132132","333550","206875","1262400","141620","141620"
"3003","6/11/2014","0","0","3","84424","55","3166","192","495","3824","50","5943","25","77852","10","0","253272","174130","95040","191200","148575","778520","87869","87869"
"3002","3/11/2014","0","0","4","135849","81","1845","184","443","3530","50","5164","25","63863","10","0","543396","149445","81512","176500","129100","638630","72826","72826"
"3001","30/10/2014","1","3712096","0","0","121","1853","288","425","6012","50","8760","25","113081","10","3712096","0","224213","122400","300600","219000","1130810","128263","128263"
"3000","27/10/2014","0","0","1","455390","92","1900","199","480","4967","50","5927","25","95542","10","0","455390","174800","95520","248350","148175","955420","106728","106728"
"2999","23/10/2014","0","0","0","0","64","2162","178","424","4705","50","5774","25","81579","10","0","0","138368","75472","235250","144350","815790","92300","92300"
"2998","20/10/2014","1","3803159","3","115464","166","1435","350","372","8404","50","9021","25","148908","10","3803159","346392","238210","130200","420200","225525","1489080","166853","166853"
"2997","16/10/2014","0","0","2","119110","83","1974","216","414","5635","50","5731","25","90370","10","0","238220","163842","89424","281750","143275","903700","102037","102037"
"2996","13/10/2014","0","0","1","216057","61","2436","108","751","3414","50","4846","25","69704","10","0","216057","148596","81108","170700","121150","697040","78134","78134"
"2995","9/10/2014","1","2085106","1","280122","95","2028","239","440","5400","50","7553","25","102478","10","2085106","280122","192660","105160","270000","188825","1024780","115767","115767"
